cableId,categorie,stdLoad
1,naive,25.173001410241092
2,naive,41.056948660772804
3,naive,55.76951183218301
4,naive,41.0569486607728
5,naive,39.54399448715317
6,naive,65.35896319557096
7,naive,69.50998438045738
8,naive,46.33230145733464
9,naive,67.16242724420651
10,naive,52.9096928738015
11,naive,59.609101654025956
12,naive,176.95110224767367
13,naive,68.95705330131211
14,naive,61.24532335887642
15,naive,192.59141847338537
1,bs,0.0
2,bs,41.056948660772804
3,bs,0.0
4,bs,19.834345212282656
5,bs,15.167440456451446
6,bs,57.23000465956064
7,bs,84.0134753080322
8,bs,39.54541734933813
9,bs,52.91170601420194
10,bs,12.473363620130698
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,11.030865786510141
2,naive,32.4997415374338
3,naive,0.0
4,naive,32.498862031359394
5,naive,54.45893468170918
6,naive,34.64964682359692
7,naive,35.823952136338434
8,naive,54.45893468170918
9,naive,46.711040361638986
10,naive,46.71196170861021
11,naive,40.736421664157
12,naive,116.59428575668325
13,naive,20.265680348806452
14,naive,29.928702499997115
15,naive,127.99612205063089
1,bs,0.0
2,bs,16.645293629131324
3,bs,0.0
4,bs,32.498862031359394
5,bs,31.635716102742695
6,bs,7.382194795587555
7,bs,40.5154838713958
8,bs,49.78247214967667
9,bs,38.40883275150825
10,bs,28.81007173426219
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,25.76697110643779
2,naive,37.666295610266744
3,naive,10.316687937511729
4,naive,37.66604217771404
5,naive,31.692894576965774
6,naive,46.57979128774899
7,naive,43.39107107330826
8,naive,31.695269231648222
9,naive,47.78921670558468
10,naive,47.788671164478586
11,naive,6.406387437550121
12,naive,63.05953585849957
13,naive,56.10892308715254
14,naive,59.394121201793475
15,naive,74.85687304173571
1,bs,0.0
2,bs,30.17858567483462
3,bs,0.0
4,bs,23.71739937963969
5,bs,32.15136907401197
6,bs,59.8390001030543
7,bs,38.21569878117281
8,bs,18.66333392867773
9,bs,27.73451700198389
10,bs,43.847201735116464
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,28.906525214906065
2,naive,46.85456105510612
3,naive,14.11385135248349
4,naive,46.85456105510611
5,naive,29.060349131878418
6,naive,16.493309855817294
7,naive,30.9885121571573
8,naive,24.21699885066961
9,naive,37.050498422198494
10,naive,59.128151501632445
11,naive,24.00627522128329
12,naive,129.01293008842177
13,naive,51.39252085663828
14,naive,80.64712600789524
15,naive,137.52184836634228
1,bs,0.0
2,bs,27.415335732639374
3,bs,0.0
4,bs,41.97976059960323
5,bs,24.218594096272394
6,bs,29.641916267340072
7,bs,42.90016841458784
8,bs,8.26607827207074
9,bs,13.33603389317828
10,bs,37.050498422198494
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,64.62248873263859
2,naive,51.28645483946029
3,naive,61.16473657263636
4,naive,12.713779925734128
5,naive,45.320495271639146
6,naive,66.6870251998093
7,naive,65.29194820190311
8,naive,29.437802793913363
9,naive,13.079127137032756
10,naive,13.079127137032756
11,naive,55.39474523815414
12,naive,76.54269370408338
13,naive,33.76434880165765
14,naive,68.51586701876678
15,naive,93.94889135292149
1,bs,0.0
2,bs,51.28645483946029
3,bs,0.0
4,bs,12.713779925734128
5,bs,29.437802793913363
6,bs,89.03224078950277
7,bs,89.02711796600704
8,bs,6.936717523440033
9,bs,8.89620893040026
10,bs,9.621981777852904
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,58.41409119382069
2,naive,22.96578832379445
3,naive,31.918800102760756
4,naive,22.963512362005947
5,naive,62.327671757147066
6,naive,92.93560747456632
7,naive,81.45447745958651
8,naive,46.88406694532092
9,naive,48.999473466558804
10,naive,49.51062040949733
11,naive,62.65673188093998
12,naive,133.76302429213305
13,naive,26.650854582920974
14,naive,53.315946019929164
15,naive,149.31886033024293
1,bs,0.0
2,bs,26.014458479853083
3,bs,0.0
4,bs,22.963512362005947
5,bs,46.88406694532092
6,bs,97.89985563489525
7,bs,80.96652945301946
8,bs,6.618519471906085
9,bs,30.561155082882586
10,bs,48.99908808675252
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,69.50152552282576
2,naive,3.6203867196751243
3,naive,30.497515472575795
4,naive,3.627457787486988
5,naive,9.869340994548049
6,naive,64.8750535470089
7,naive,65.67580604758498
8,naive,9.86997635930975
9,naive,39.168107243010866
10,naive,33.80304473465864
11,naive,50.24700787111607
12,naive,70.24569540692592
13,naive,56.68167957991365
14,naive,62.45874198220774
15,naive,102.45081512837189
1,bs,0.0
2,bs,3.6203867196751243
3,bs,0.0
4,bs,3.627457787486988
5,bs,9.409505831870238
6,bs,92.80094342192864
7,bs,71.96318016875018
8,bs,5.701108079429238
9,bs,33.80304473465864
10,bs,13.61180553784104
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,42.822386668657316
2,naive,12.696997020293157
3,naive,12.402652942012043
4,naive,12.691418360451285
5,naive,41.30217054425429
6,naive,48.712965069979994
7,naive,41.69113484902995
8,naive,41.30217054425429
9,naive,21.92020605134298
10,naive,35.53762266950338
11,naive,67.69840323080005
12,naive,77.49928652423006
13,naive,1.831406563273158
14,naive,21.88240008164857
15,naive,95.34602209929227
1,bs,0.0
2,bs,12.696997020293157
3,bs,0.0
4,bs,12.70670885792226
5,bs,27.739128200672297
6,bs,62.07517344585783
7,bs,39.09645124560541
8,bs,30.792181366920612
9,bs,9.256027765731906
10,bs,21.92020605134298
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,9.963134546918454
2,naive,49.546075862103685
3,naive,32.6046936805117
4,naive,49.55122332832292
5,naive,23.958637273434395
6,naive,61.15560721299187
7,naive,61.747179620008886
8,naive,24.517930173650466
9,naive,27.647116184754847
10,naive,47.471188016171105
11,naive,34.32296315879501
12,naive,104.88289272644356
13,naive,67.27413916208813
14,naive,66.26794800907399
15,naive,144.66987184778503
1,bs,0.0
2,bs,31.734952339652256
3,bs,0.0
4,bs,49.55122332832292
5,bs,24.52300212725459
6,bs,60.75483053497338
7,bs,63.44353027167807
8,bs,16.56751188320081
9,bs,20.887934316250615
10,bs,27.651996914026544
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,51.64707929786543
2,naive,44.500218351524225
3,naive,61.41929501386352
4,naive,44.49798347490965
5,naive,20.119006560961207
6,naive,58.87408283786678
7,naive,64.31700187353263
8,naive,20.1199378726675
9,naive,67.07495260279106
10,naive,67.07507851902474
11,naive,38.62924345622109
12,naive,76.56698374378617
13,naive,65.5629407516167
14,naive,60.99519188701133
15,naive,96.60451640583126
1,bs,0.0
2,bs,7.912524881477466
3,bs,0.0
4,bs,44.49798347490965
5,bs,12.394774436565328
6,bs,81.65960159915876
7,bs,81.65960159915878
8,bs,16.572558643733924
9,bs,44.65466269047389
10,bs,50.47321104638909
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,5.3810826048296265
2,naive,4.525483399593903
3,naive,68.49743389354086
4,naive,4.532554467405769
5,naive,21.278825938790266
6,naive,71.72160885442175
7,naive,64.5373599303978
8,naive,36.084236978677176
9,naive,23.74268027554317
10,naive,23.7422174968276
11,naive,50.10558651487875
12,naive,63.19523402078021
13,naive,59.87073116306498
14,naive,50.95435833501717
15,naive,82.23853295392175
1,bs,0.0
2,bs,4.525483399593903
3,bs,0.0
4,bs,4.532554467405769
5,bs,13.937074657186853
6,bs,91.9801469521186
7,bs,58.825581949239286
8,bs,21.273951991422123
9,bs,13.977256526228599
10,bs,20.996866432875166
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,10.26719046282867
2,naive,33.97210669554264
3,naive,29.11158618145016
4,naive,33.9676395019338
5,naive,11.480995891762468
6,naive,20.591433898589965
7,naive,22.25416095924535
8,naive,11.657209500276357
9,naive,45.150687979254535
10,naive,45.150687979254535
11,naive,32.44913018865066
12,naive,59.65091491951565
13,naive,39.357563440843236
14,naive,64.96755369669796
15,naive,85.99539335573833
1,bs,0.0
2,bs,33.97210669554264
3,bs,0.0
4,bs,16.970562748477146
5,bs,11.657413949929031
6,bs,28.16693155693984
7,bs,28.16693155693983
8,bs,7.735748186180831
9,bs,26.069665002322782
10,bs,42.76771250994531
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,0.0
2,naive,38.39589821842953
3,naive,10.903586565896562
4,naive,2.644579361637684
5,naive,75.72032284444293
6,naive,24.608768762374112
7,naive,23.11139949606399
8,naive,75.72032284444293
9,naive,18.73205897207601
10,naive,18.731964436936845
11,naive,44.88713846972203
12,naive,84.09962482350647
13,naive,49.76617525990921
14,naive,78.98081876844107
15,naive,111.18795166449821
1,bs,0.0
2,bs,38.39589821842953
3,bs,0.0
4,bs,2.644579361637684
5,bs,54.41559610993892
6,bs,29.54999238578582
7,bs,26.70897040321847
8,bs,52.689991775794894
9,bs,12.657102090657773
10,bs,13.879621752771222
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,31.494536034048828
2,naive,48.61461405791472
3,naive,64.40328563047075
4,naive,48.61439524461865
5,naive,45.23841030216101
6,naive,56.887032366921304
7,naive,53.54594872630422
8,naive,45.23841030216101
9,naive,48.427282943949415
10,naive,70.98
11,naive,34.82500897343746
12,naive,139.0610150137941
13,naive,19.12723843109611
14,naive,26.601268766733664
15,naive,138.95063760641068
1,bs,0.0
2,bs,31.058013995317424
3,bs,0.0
4,bs,38.299614010239495
5,bs,28.698826340694378
6,bs,78.61604670803537
7,bs,67.81701949609209
8,bs,35.92971796902021
9,bs,15.259364338005694
10,bs,50.190439328621146
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,20.92328965530994
2,naive,25.627786352577026
3,naive,9.284312036979369
4,naive,25.6297411874044
5,naive,41.7223732945926
6,naive,24.80131573570689
7,naive,22.67728788672569
8,naive,25.549278528626466
9,naive,11.585000359660476
10,naive,6.090322925209577
11,naive,63.915381951452034
12,naive,121.35087594107702
13,naive,54.10073982858275
14,naive,79.10402581411391
15,naive,149.55085987412747
1,bs,0.0
2,bs,6.427600640985714
3,bs,0.0
4,bs,25.6297411874044
5,bs,22.881975439196683
6,bs,32.21048017855886
7,bs,26.99861771152985
8,bs,22.87490437138481
9,bs,8.188296526140222
10,bs,6.39224530192639
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,60.40813231676676
2,naive,50.28734922091903
3,naive,61.86477228601104
4,naive,50.28639933752797
5,naive,50.916008288160214
6,naive,60.775074523469996
7,naive,58.188008128823256
8,naive,60.68656983495882
9,naive,37.42493865503768
10,naive,37.425422175307524
11,naive,49.65303817491937
12,naive,109.27132863758096
13,naive,10.040916292848975
14,naive,22.445225178940248
15,naive,117.27928716557119
1,bs,0.0
2,bs,44.718391443938735
3,bs,0.0
4,bs,29.524175404798914
5,bs,17.981725445573897
6,bs,84.13986332292203
7,bs,87.44042905506201
8,bs,50.914461927170876
9,bs,21.93036783397245
10,bs,33.40707110777597
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,14.085567081236027
2,naive,64.0241820851049
3,naive,59.24847719562082
4,naive,64.0241820851049
5,naive,46.20876143474669
6,naive,49.05726163825743
7,naive,59.327042761103286
8,naive,62.075000067123106
9,naive,28.837255272765933
10,naive,18.141073103136247
11,naive,33.53807463167795
12,naive,121.71514626372512
13,naive,5.473006486383878
14,naive,42.27546215004634
15,naive,138.5191547990746
1,bs,0.0
2,bs,47.892267643117506
3,bs,0.0
4,bs,42.86405992592552
5,bs,19.97576656851997
6,bs,51.85502322179919
7,bs,83.51292375035935
8,bs,43.89011790824901
9,bs,18.142652323553282
10,bs,6.264966081312811
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,17.932227970890846
2,naive,50.92255459682543
3,naive,5.430580079512685
4,naive,50.92182398867241
5,naive,19.879779509172966
6,naive,49.776532054104905
7,naive,46.66470500638929
8,naive,34.41583792383965
9,naive,19.28201752929397
10,naive,19.282586920155016
11,naive,23.426447660710323
12,naive,76.80556519911532
13,naive,28.581256095560253
14,naive,68.77913734071788
15,naive,88.23691577915068
1,bs,0.0
2,bs,29.626942130432564
3,bs,0.0
4,bs,50.457809438513415
5,bs,17.762522343406076
6,bs,59.54872318810315
7,bs,42.1822407339076
8,bs,19.874383009291126
9,bs,17.87608178544728
10,bs,11.164771978564243
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,31.34604360999965
2,naive,57.907687673284514
3,naive,3.005203820042827
4,naive,57.90807945931783
5,naive,47.75632802746319
6,naive,42.29908408329564
7,naive,50.096223576899156
8,naive,47.75616016110731
9,naive,30.40614562332205
10,naive,30.405803174174938
11,naive,6.943788591251897
12,naive,59.514884031155006
13,naive,6.8518647096976455
14,naive,26.596109364591907
15,naive,62.35988452921922
1,bs,0.0
2,bs,34.71790460266864
3,bs,0.0
4,bs,49.56403837461189
5,bs,32.42381891963581
6,bs,34.19993116464808
7,bs,60.29676801731029
8,bs,35.19382663668919
9,bs,25.42717443995695
10,bs,18.51790214900165
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,55.23211067848123
2,naive,28.84995667241114
3,naive,44.15881848509989
4,naive,28.84995667241114
5,naive,55.785549801598854
6,naive,86.81099123958901
7,naive,86.87727464648047
8,naive,41.07824890782631
9,naive,45.33810795934622
10,naive,46.599143053637086
11,naive,26.969052634454922
12,naive,150.4803026866529
13,naive,59.389898551858124
14,naive,84.48047368080587
15,naive,175.39601291753593
1,bs,0.0
2,bs,28.84995667241114
3,bs,0.0
4,bs,28.84995667241114
5,bs,41.07824890782631
6,bs,89.14307114595802
7,bs,89.9670521172427
8,bs,3.8890872965260113
9,bs,1.5485638507985375
10,bs,1.5414927829866785
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,45.54474777622552
2,naive,51.31519877190382
3,naive,17.12612624033818
4,naive,51.31546355631994
5,naive,30.023997069011315
6,naive,50.06413113863724
7,naive,47.44137414696566
8,naive,35.57084667720651
9,naive,63.805160188394375
10,naive,63.80481512655086
11,naive,52.26933326530959
12,naive,96.7336488234879
13,naive,40.729350596345135
14,naive,43.997091191729176
15,naive,114.93352912691564
1,bs,0.0
2,bs,34.77314912400083
3,bs,0.0
4,bs,37.902619082766996
5,bs,10.93187083714402
6,bs,45.01017366477642
7,bs,59.55093527113295
8,bs,30.025499718295002
9,bs,41.58614072019667
10,bs,49.131061797332784
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,14.276485912156396
2,naive,14.078496013424164
3,naive,63.575970696482486
4,naive,2.283954903232549
5,naive,49.6863445358313
6,naive,71.33557289319262
7,naive,70.8011866325094
8,naive,49.68679729062842
9,naive,44.39838022570944
10,naive,44.399976726720624
11,naive,39.84546711986196
12,naive,91.62067704092732
13,naive,1.2869343417595165
14,naive,55.464927957524054
15,naive,100.83325092083885
1,bs,0.0
2,bs,14.078496013424164
3,bs,0.0
4,bs,2.283954903232549
5,bs,29.309835095635272
6,bs,55.18573940189017
7,bs,84.05590773407899
8,bs,43.73935527645555
9,bs,45.1549580149659
10,bs,26.185217840096982
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,69.09140358973755
2,naive,37.4788726039974
3,naive,1.619274528917194
4,naive,37.479620239982864
5,naive,44.146128086164026
6,naive,57.3792369241697
7,naive,56.49970766886025
8,naive,44.14529419994843
9,naive,57.78743288985936
10,naive,57.787032787065066
11,naive,50.40257136297711
12,naive,86.66238863967948
13,naive,35.75131885679185
14,naive,50.63001613009158
15,naive,90.63415491428984
1,bs,0.0
2,bs,21.86208590231042
3,bs,0.0
4,bs,37.3859149056611
5,bs,35.79657944552803
6,bs,53.126210966590364
7,bs,54.1565517735389
8,bs,27.53126283578967
9,bs,34.56599533260012
10,bs,49.65409382249698
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,32.97946027454058
2,naive,49.37838393467327
3,naive,17.281689732199222
4,naive,49.37838393467327
5,naive,25.73242231763915
6,naive,36.79717566154591
7,naive,44.009383317651704
8,naive,25.732327916455596
9,naive,25.843835338432257
10,naive,14.975860576274073
11,naive,26.17002197171412
12,naive,56.85882685367744
13,naive,11.384419177103416
14,naive,32.86667055442844
15,naive,68.38289021439554
1,bs,0.0
2,bs,48.03474992128095
3,bs,0.0
4,bs,28.57186728234611
5,bs,17.387686255891936
6,bs,35.54051068850869
7,bs,56.184396410391386
8,bs,19.06486034567261
9,bs,14.975320809028878
10,bs,12.261231585774734
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,0.0
2,naive,53.713502026957805
3,naive,69.25403814941046
4,naive,53.71458088824672
5,naive,46.08109482206341
6,naive,57.29792169005783
7,naive,42.3342638021103
8,naive,48.14673985155519
9,naive,65.8609871243971
10,naive,45.226155043293254
11,naive,66.34782927873376
12,naive,175.87430554233896
13,naive,36.274577874869884
14,naive,37.7148052273021
15,naive,168.21658106178964
1,bs,0.0
2,bs,31.1960622515086
3,bs,0.0
4,bs,49.1543416190269
5,bs,26.33972759919889
6,bs,51.48407164680483
7,bs,58.07467993885115
8,bs,46.08047561965191
9,bs,45.226155043293254
10,bs,3.3728993462598287
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,52.417825689358764
2,naive,15.680507007109176
3,naive,5.267945519839779
4,naive,15.680507007109178
5,naive,17.846748536731653
6,naive,54.477925919586916
7,naive,54.460549138803216
8,naive,34.8050001197146
9,naive,16.833362706245
10,naive,28.272797733274768
11,naive,46.379133778025654
12,naive,85.74392281672212
13,naive,27.59130660189909
14,naive,32.536801215444235
15,naive,101.6819250229048
1,bs,0.0
2,bs,17.960512242138307
3,bs,0.0
4,bs,15.680507007109178
5,bs,17.140268375961913
6,bs,54.927331008038855
7,bs,54.77901019855446
8,bs,24.60731598529185
9,bs,19.954553365084372
10,bs,16.830746665948404
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,50.939972516678885
2,naive,27.518830522631827
3,naive,17.6140299193569
4,naive,27.51883052263183
5,naive,36.55986962048233
6,naive,43.816045075526915
7,naive,32.20478748053877
8,naive,36.559670289359374
9,naive,76.96723604885392
10,naive,76.96718738094393
11,naive,62.571879067197585
12,naive,93.86243566001419
13,naive,30.497515472575795
14,naive,58.76082396744734
15,naive,104.6691425510434
1,bs,0.0
2,bs,27.518830522631827
3,bs,0.0
4,bs,13.498668452851195
5,bs,23.55298353358515
6,bs,44.970353567656105
7,bs,44.554798282564356
8,bs,28.5286966637688
9,bs,55.74240875072885
10,bs,53.14922608404879
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,68.48329175791713
2,naive,30.197039589999548
3,naive,27.633733008770275
4,naive,30.19165171588552
5,naive,17.299024057250552
6,naive,39.489000324985014
7,naive,57.16280696396915
8,naive,28.63620377540757
9,naive,49.97483458368488
10,naive,49.973289532175755
11,naive,20.704086553142112
12,naive,93.62792086528225
13,naive,30.497515472575795
14,naive,57.865008712807885
15,naive,102.98631050189947
1,bs,0.0
2,bs,30.197039589999548
3,bs,0.0
4,bs,26.834702346029477
5,bs,8.930758646386098
6,bs,52.27640433312146
7,bs,55.83266457310929
8,bs,17.299887282869793
9,bs,29.123239860977005
10,bs,45.23827030291941
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,42.00921387029278
2,naive,39.39283225833518
3,naive,57.43121276797139
4,naive,39.39283225833519
5,naive,18.90181362550518
6,naive,98.57245522964314
7,naive,101.70786498594886
8,naive,18.90158194437704
9,naive,46.73006526851851
10,naive,46.73076244117287
11,naive,2.2344574285494905
12,naive,55.03911969734639
13,naive,38.14133977720237
14,naive,97.99085773683176
15,naive,88.792893697706
1,bs,0.0
2,bs,24.21133618782738
3,bs,0.0
4,bs,39.39283225833519
5,bs,14.983915821084064
6,bs,86.87030677970465
7,bs,89.64350562087586
8,bs,12.007759990939194
9,bs,45.6920025825089
10,bs,27.073733272922176
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,32.34306417147268
2,naive,20.557218521320763
3,naive,3.12541197284454
4,naive,20.55260648514765
5,naive,54.39386025401519
6,naive,20.297953167198358
7,naive,21.169060625775955
8,naive,77.89071938727147
9,naive,48.67149028606651
10,naive,48.67321328684461
11,naive,59.015131957829254
12,naive,116.50171892473648
13,naive,8.591347391416553
14,naive,29.926503860847717
15,naive,131.67152080743102
1,bs,0.0
2,bs,11.370277041479685
3,bs,0.0
4,bs,20.55260648514765
5,bs,1.697056274847718
6,bs,25.124882752628587
7,bs,26.481148640746937
8,bs,54.39086412257118
9,bs,45.21560055261163
10,bs,28.164197722167295
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,54.01588701484037
2,naive,28.27053471962165
3,naive,35.56747109368334
4,naive,28.271257930980006
5,naive,58.46845552660568
6,naive,44.29498002434523
7,naive,40.5357672529547
8,naive,44.84252557561851
9,naive,50.48108292552105
10,naive,39.84821576934154
11,naive,49.45504827618713
12,naive,177.45538001612312
13,naive,34.67651654938829
14,naive,34.06969376635683
15,naive,177.26175779440877
1,bs,0.0
2,bs,27.93144524247418
3,bs,0.0
4,bs,16.431713239951577
5,bs,44.84252557561852
6,bs,63.549118273453125
7,bs,63.54865616203068
8,bs,8.152941187080893
9,bs,13.321891757554548
10,bs,13.314820689742694
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,11.53291160115259
2,naive,62.47182324856543
3,naive,12.727922061357855
4,naive,62.47114373852939
5,naive,62.438958124448774
6,naive,14.465499472883748
7,naive,13.148377276302957
8,naive,41.87967327156855
9,naive,27.281160165946023
10,naive,30.984364336441264
11,naive,11.250068888677971
12,naive,118.90382176364223
13,naive,64.38207242703515
14,naive,64.82998251837904
15,naive,148.6186656233552
1,bs,0.0
2,bs,38.08336425965192
3,bs,0.0
4,bs,52.17417592385465
5,bs,41.87630833777018
6,bs,22.442059471744862
7,bs,17.169101121879773
8,bs,5.833630944789017
9,bs,4.567909806465098
10,bs,4.560838738653233
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,67.37313411145425
2,naive,0.28991378028648457
3,naive,36.903902910125915
4,naive,0.2969848480983512
5,naive,41.88914686407447
6,naive,55.23697517528591
7,naive,53.248258683057216
8,naive,24.309430268930615
9,naive,42.389278027192994
10,naive,42.38994888728537
11,naive,39.20907101679406
12,naive,91.4453548574229
13,naive,4.596194077712559
14,naive,17.390184971222514
15,naive,81.08000066395331
1,bs,0.0
2,bs,0.28991378028648457
3,bs,0.0
4,bs,0.2969848480983512
5,bs,24.308994905864232
6,bs,76.75163901615825
7,bs,73.74011956413777
8,bs,19.388867940135132
9,bs,24.501308808578642
10,bs,41.00758019358535
11,bs,0.0
12,bs,0.0
13,bs,0.0
14,bs,0.0
15,bs,0.0
1,naive,13.01783584164434
2,naive,10.82562392351283
3,naive,26.700352057604032
4,naive,10.82562392351283
5,naive,19.26
6,naive,30.297856524843468
7,naive,32.028315857482525
8,naive,9.984915289241735
