File Name,Idx Repetition,Nb. UFuses,Nb. Configurations,Nb. Valid Conf.
indirectPara.json,2,3,8,2
indirectPara.json,2,4,16,3
indirectPara.json,2,5,32,4
indirectPara.json,2,6,64,5
indirectPara.json,2,7,128,5
indirectPara.json,2,8,256,6
indirectPara.json,2,9,512,6
indirectPara.json,2,10,1024,7
indirectPara.json,3,0,1,1
indirectPara.json,3,1,2,1
indirectPara.json,3,2,4,2
indirectPara.json,3,3,8,3
indirectPara.json,3,4,16,3
indirectPara.json,3,5,32,4
indirectPara.json,3,6,64,5
indirectPara.json,3,7,128,5
indirectPara.json,3,8,256,6
indirectPara.json,3,9,512,6
indirectPara.json,3,10,1024,7
indirectPara.json,4,0,1,1
indirectPara.json,4,1,2,2
indirectPara.json,4,2,4,2
indirectPara.json,4,3,8,2
indirectPara.json,4,4,16,3
indirectPara.json,4,5,32,5
indirectPara.json,4,6,64,5
indirectPara.json,4,7,128,6
indirectPara.json,4,8,256,7
indirectPara.json,4,9,512,7
indirectPara.json,4,10,1024,7
indirectPara.json,5,0,1,1
indirectPara.json,5,1,2,1
indirectPara.json,5,2,4,3
indirectPara.json,5,3,8,2
indirectPara.json,5,4,16,4
indirectPara.json,5,5,32,5
indirectPara.json,5,6,64,3
indirectPara.json,5,7,128,4
indirectPara.json,5,8,256,5
indirectPara.json,5,9,512,7
indirectPara.json,5,10,1024,7
indirectPara.json,6,0,1,1
indirectPara.json,6,1,2,1
indirectPara.json,6,2,4,1
indirectPara.json,6,3,8,1
indirectPara.json,6,4,16,4
indirectPara.json,6,5,32,4
indirectPara.json,6,6,64,5
indirectPara.json,6,7,128,7
indirectPara.json,6,8,256,7
indirectPara.json,6,9,512,6
indirectPara.json,6,10,1024,7
indirectPara.json,7,0,1,1
indirectPara.json,7,1,2,1
indirectPara.json,7,2,4,2
indirectPara.json,7,3,8,3
indirectPara.json,7,4,16,4
indirectPara.json,7,5,32,3
indirectPara.json,7,6,64,5
indirectPara.json,7,7,128,6
indirectPara.json,7,8,256,6
indirectPara.json,7,9,512,6
indirectPara.json,7,10,1024,7
indirectPara.json,8,0,1,1
indirectPara.json,8,1,2,1
indirectPara.json,8,2,4,2
indirectPara.json,8,3,8,2
indirectPara.json,8,4,16,3
indirectPara.json,8,5,32,5
indirectPara.json,8,6,64,4
indirectPara.json,8,7,128,4
indirectPara.json,8,8,256,6
indirectPara.json,8,9,512,6
indirectPara.json,8,10,1024,7
indirectPara.json,9,0,1,1
indirectPara.json,9,1,2,1
indirectPara.json,9,2,4,2
indirectPara.json,9,3,8,2
indirectPara.json,9,4,16,4
indirectPara.json,9,5,32,5
indirectPara.json,9,6,64,5
indirectPara.json,9,7,128,5
indirectPara.json,9,8,256,6
indirectPara.json,9,9,512,6
indirectPara.json,9,10,1024,7
realcase-Sub1.json,0,0,1,1
realcase-Sub1.json,0,1,2,1
realcase-Sub1.json,0,2,4,2
realcase-Sub1.json,0,3,8,2
realcase-Sub1.json,0,4,16,12
realcase-Sub1.json,0,5,32,12
realcase-Sub1.json,0,6,64,8
realcase-Sub1.json,0,7,128,24
realcase-Sub1.json,0,8,256,18
realcase-Sub1.json,0,9,512,27
realcase-Sub1.json,0,10,1024,48
realcase-Sub1.json,0,11,2048,36
realcase-Sub1.json,0,12,4096,12
realcase-Sub1.json,0,13,8192,24
realcase-Sub1.json,0,14,16384,96
realcase-Sub1.json,0,15,32768,120
realcase-Sub1.json,0,16,65536,54
realcase-Sub1.json,0,17,131072,160
realcase-Sub1.json,0,18,262144,144
realcase-Sub1.json,0,19,524288,240
realcase-Sub1.json,0,20,1048576,216
realcase-Sub1.json,0,21,2097152,192
realcase-Sub1.json,0,22,4194304,180
realcase-Sub1.json,0,23,8388608,576
realcase-Sub1.json,0,24,16777216,450
realcase-Sub1.json,0,25,33554432,480
realcase-Sub1.json,0,26,67108864,360
realcase-Sub1.json,0,27,134217728,720
realcase-Sub1.json,0,28,268435456,864
realcase-Sub1.json,0,29,536870912,900
realcase-Sub1.json,0,30,1073741824,1080
realcase-Sub1.json,1,0,1,1
realcase-Sub1.json,1,1,2,2
realcase-Sub1.json,1,2,4,1
realcase-Sub1.json,1,3,8,2
realcase-Sub1.json,1,4,16,2
realcase-Sub1.json,1,5,32,9
realcase-Sub1.json,1,6,64,24
realcase-Sub1.json,1,7,128,16
realcase-Sub1.json,1,8,256,12
realcase-Sub1.json,1,9,512,18
realcase-Sub1.json,1,10,1024,16
realcase-Sub1.json,1,11,2048,6
realcase-Sub1.json,1,12,4096,18
realcase-Sub1.json,1,13,8192,36
realcase-Sub1.json,1,14,16384,72
realcase-Sub1.json,1,15,32768,80
realcase-Sub1.json,1,16,65536,96
realcase-Sub1.json,1,17,131072,54
realcase-Sub1.json,1,18,262144,160
realcase-Sub1.json,1,19,524288,81
realcase-Sub1.json,1,20,1048576,108
realcase-Sub1.json,1,21,2097152,720
realcase-Sub1.json,1,22,4194304,360
realcase-Sub1.json,1,23,8388608,400
realcase-Sub1.json,1,24,16777216,320
realcase-Sub1.json,1,25,33554432,480
realcase-Sub1.json,1,26,67108864,576
realcase-Sub1.json,1,27,134217728,1080
realcase-Sub1.json,1,28,268435456,720
realcase-Sub1.json,1,29,536870912,720
realcase-Sub1.json,1,30,1073741824,1080
realcase-Sub1.json,2,0,1,1
realcase-Sub1.json,2,1,2,1
realcase-Sub1.json,2,2,4,4
realcase-Sub1.json,2,3,8,3
realcase-Sub1.json,2,4,16,10
realcase-Sub1.json,2,5,32,2
realcase-Sub1.json,2,6,64,12
realcase-Sub1.json,2,7,128,4
realcase-Sub1.json,2,8,256,15
realcase-Sub1.json,2,9,512,27
realcase-Sub1.json,2,10,1024,24
realcase-Sub1.json,2,11,2048,72
realcase-Sub1.json,2,12,4096,20
realcase-Sub1.json,2,13,8192,18
realcase-Sub1.json,2,14,16384,24
realcase-Sub1.json,2,15,32768,20
realcase-Sub1.json,2,16,65536,225
realcase-Sub1.json,2,17,131072,240
realcase-Sub1.json,2,18,262144,150
realcase-Sub1.json,2,19,524288,450
realcase-Sub1.json,2,20,1048576,216
realcase-Sub1.json,2,21,2097152,288
realcase-Sub1.json,2,22,4194304,400
realcase-Sub1.json,2,23,8388608,256
realcase-Sub1.json,2,24,16777216,360
realcase-Sub1.json,2,25,33554432,324
realcase-Sub1.json,2,26,67108864,480
realcase-Sub1.json,2,27,134217728,864
realcase-Sub1.json,2,28,268435456,900
realcase-Sub1.json,2,29,536870912,864
realcase-Sub1.json,2,30,1073741824,1080
realcase-Sub1.json,3,0,1,1
realcase-Sub1.json,3,1,2,1
realcase-Sub1.json,3,2,4,1
realcase-Sub1.json,3,3,8,2
realcase-Sub1.json,3,4,16,16
realcase-Sub1.json,3,5,32,6
realcase-Sub1.json,3,6,64,2
realcase-Sub1.json,3,7,128,16
realcase-Sub1.json,3,8,256,4
realcase-Sub1.json,3,9,512,12
realcase-Sub1.json,3,10,1024,36
realcase-Sub1.json,3,11,2048,18
realcase-Sub1.json,3,12,4096,120
realcase-Sub1.json,3,13,8192,36
realcase-Sub1.json,3,14,16384,72
realcase-Sub1.json,3,15,32768,40
realcase-Sub1.json,3,16,65536,108
realcase-Sub1.json,3,17,131072,135
realcase-Sub1.json,3,18,262144,192
realcase-Sub1.json,3,19,524288,144
realcase-Sub1.json,3,20,1048576,96
realcase-Sub1.json,3,21,2097152,500
realcase-Sub1.json,3,22,4194304,300
realcase-Sub1.json,3,23,8388608,144
realcase-Sub1.json,3,24,16777216,600
realcase-Sub1.json,3,25,33554432,300
realcase-Sub1.json,3,26,67108864,900
realcase-Sub1.json,3,27,134217728,900
realcase-Sub1.json,3,28,268435456,1080
realcase-Sub1.json,3,29,536870912,864
realcase-Sub1.json,3,30,1073741824,1080
realcase-Sub1.json,4,0,1,1
realcase-Sub1.json,4,1,2,1
realcase-Sub1.json,4,2,4,2
realcase-Sub1.json,4,3,8,2
realcase-Sub1.json,4,4,16,3
realcase-Sub1.json,4,5,32,8
realcase-Sub1.json,4,6,64,4
realcase-Sub1.json,4,7,128,24
realcase-Sub1.json,4,8,256,8
realcase-Sub1.json,4,9,512,8
realcase-Sub1.json,4,10,1024,12
realcase-Sub1.json,4,11,2048,60
realcase-Sub1.json,4,12,4096,72
realcase-Sub1.json,4,13,8192,120
realcase-Sub1.json,4,14,16384,48
realcase-Sub1.json,4,15,32768,96
realcase-Sub1.json,4,16,65536,90
realcase-Sub1.json,4,17,131072,216
realcase-Sub1.json,4,18,262144,150
realcase-Sub1.json,4,19,524288,90
realcase-Sub1.json,4,20,1048576,216
realcase-Sub1.json,4,21,2097152,180
realcase-Sub1.json,4,22,4194304,480
realcase-Sub1.json,4,23,8388608,360
realcase-Sub1.json,4,24,16777216,480
realcase-Sub1.json,4,25,33554432,540
realcase-Sub1.json,4,26,67108864,540
realcase-Sub1.json,4,27,134217728,900
realcase-Sub1.json,4,28,268435456,1080
realcase-Sub1.json,4,29,536870912,720
realcase-Sub1.json,4,30,1073741824,1080
realcase-Sub1.json,5,0,1,1
realcase-Sub1.json,5,1,2,2
realcase-Sub1.json,5,2,4,2
realcase-Sub1.json,5,3,8,4
realcase-Sub1.json,5,4,16,4
realcase-Sub1.json,5,5,32,8
realcase-Sub1.json,5,6,64,8
realcase-Sub1.json,5,7,128,6
realcase-Sub1.json,5,8,256,16
realcase-Sub1.json,5,9,512,24
realcase-Sub1.json,5,10,1024,36
realcase-Sub1.json,5,11,2048,96
realcase-Sub1.json,5,12,4096,60
realcase-Sub1.json,5,13,8192,72
realcase-Sub1.json,5,14,16384,120
realcase-Sub1.json,5,15,32768,160
realcase-Sub1.json,5,16,65536,216
realcase-Sub1.json,5,17,131072,90
realcase-Sub1.json,5,18,262144,162
realcase-Sub1.json,5,19,524288,384
realcase-Sub1.json,5,20,1048576,180
realcase-Sub1.json,5,21,2097152,300
realcase-Sub1.json,5,22,4194304,180
realcase-Sub1.json,5,23,8388608,288
realcase-Sub1.json,5,24,16777216,480
realcase-Sub1.json,5,25,33554432,450
realcase-Sub1.json,5,26,67108864,864
realcase-Sub1.json,5,27,134217728,900
realcase-Sub1.json,5,28,268435456,720
realcase-Sub1.json,5,29,536870912,720
realcase-Sub1.json,5,30,1073741824,1080
realcase-Sub1.json,6,0,1,1
realcase-Sub1.json,6,1,2,2
realcase-Sub1.json,6,2,4,2
realcase-Sub1.json,6,3,8,4
realcase-Sub1.json,6,4,16,3
realcase-Sub1.json,6,5,32,8
realcase-Sub1.json,6,6,64,4
realcase-Sub1.json,6,7,128,8
realcase-Sub1.json,6,8,256,8
realcase-Sub1.json,6,9,512,9
realcase-Sub1.json,6,10,1024,36
realcase-Sub1.json,6,11,2048,24
realcase-Sub1.json,6,12,4096,48
realcase-Sub1.json,6,13,8192,144
realcase-Sub1.json,6,14,16384,72
realcase-Sub1.json,6,15,32768,72
realcase-Sub1.json,6,16,65536,60
realcase-Sub1.json,6,17,131072,96
realcase-Sub1.json,6,18,262144,96
realcase-Sub1.json,6,19,524288,288
realcase-Sub1.json,6,20,1048576,384
realcase-Sub1.json,6,21,2097152,500
realcase-Sub1.json,6,22,4194304,432
realcase-Sub1.json,6,23,8388608,360
realcase-Sub1.json,6,24,16777216,300
realcase-Sub1.json,6,25,33554432,400
realcase-Sub1.json,6,26,67108864,864
realcase-Sub1.json,6,27,134217728,600
realcase-Sub1.json,6,28,268435456,576
realcase-Sub1.json,6,29,536870912,720
realcase-Sub1.json,6,30,1073741824,1080
realcase-Sub1.json,7,0,1,1
realcase-Sub1.json,7,1,2,2
realcase-Sub1.json,7,2,4,4
realcase-Sub1.json,7,3,8,1
realcase-Sub1.json,7,4,16,2
realcase-Sub1.json,7,5,32,4
realcase-Sub1.json,7,6,64,2
realcase-Sub1.json,7,7,128,8
realcase-Sub1.json,7,8,256,6
realcase-Sub1.json,7,9,512,18
realcase-Sub1.json,7,10,1024,36
realcase-Sub1.json,7,11,2048,24
realcase-Sub1.json,7,12,4096,6
realcase-Sub1.json,7,13,8192,48
realcase-Sub1.json,7,14,16384,96
realcase-Sub1.json,7,15,32768,72
realcase-Sub1.json,7,16,65536,120
realcase-Sub1.json,7,17,131072,150
realcase-Sub1.json,7,18,262144,90
realcase-Sub1.json,7,19,524288,144
realcase-Sub1.json,7,20,1048576,360
realcase-Sub1.json,7,21,2097152,270
realcase-Sub1.json,7,22,4194304,480
realcase-Sub1.json,7,23,8388608,288
realcase-Sub1.json,7,24,16777216,480
realcase-Sub1.json,7,25,33554432,500
realcase-Sub1.json,7,26,67108864,600
realcase-Sub1.json,7,27,134217728,576
realcase-Sub1.json,7,28,268435456,600
realcase-Sub1.json,7,29,536870912,864
realcase-Sub1.json,7,30,1073741824,1080
realcase-Sub1.json,8,0,1,1
realcase-Sub1.json,8,1,2,2
realcase-Sub1.json,8,2,4,2
realcase-Sub1.json,8,3,8,4
realcase-Sub1.json,8,4,16,4
realcase-Sub1.json,8,5,32,4
realcase-Sub1.json,8,6,64,20
realcase-Sub1.json,8,7,128,12
realcase-Sub1.json,8,8,256,12
realcase-Sub1.json,8,9,512,6
realcase-Sub1.json,8,10,1024,24
realcase-Sub1.json,8,11,2048,54
realcase-Sub1.json,8,12,4096,27
realcase-Sub1.json,8,13,8192,108
realcase-Sub1.json,8,14,16384,72
realcase-Sub1.json,8,15,32768,80
realcase-Sub1.json,8,16,65536,72
realcase-Sub1.json,8,17,131072,288
realcase-Sub1.json,8,18,262144,192
realcase-Sub1.json,8,19,524288,144
realcase-Sub1.json,8,20,1048576,360
realcase-Sub1.json,8,21,2097152,288
realcase-Sub1.json,8,22,4194304,128
realcase-Sub1.json,8,23,8388608,600
realcase-Sub1.json,8,24,16777216,324
realcase-Sub1.json,8,25,33554432,200
realcase-Sub1.json,8,26,67108864,360
realcase-Sub1.json,8,27,134217728,540
realcase-Sub1.json,8,28,268435456,900
realcase-Sub1.json,8,29,536870912,720
realcase-Sub1.json,8,30,1073741824,1080
realcase-Sub1.json,9,0,1,1
realcase-Sub1.json,9,1,2,1
realcase-Sub1.json,9,2,4,2
realcase-Sub1.json,9,3,8,4
realcase-Sub1.json,9,4,16,12
realcase-Sub1.json,9,5,32,8
realcase-Sub1.json,9,6,64,2
realcase-Sub1.json,9,7,128,4
realcase-Sub1.json,9,8,256,12
realcase-Sub1.json,9,9,512,16
realcase-Sub1.json,9,10,1024,12
realcase-Sub1.json,9,11,2048,72
realcase-Sub1.json,9,12,4096,18
realcase-Sub1.json,9,13,8192,36
realcase-Sub1.json,9,14,16384,72
realcase-Sub1.json,9,15,32768,72
realcase-Sub1.json,9,16,65536,54
realcase-Sub1.json,9,17,131072,135
realcase-Sub1.json,9,18,262144,216
realcase-Sub1.json,9,19,524288,144
realcase-Sub1.json,9,20,1048576,150
realcase-Sub1.json,9,21,2097152,324
realcase-Sub1.json,9,22,4194304,180
realcase-Sub1.json,9,23,8388608,384
realcase-Sub1.json,9,24,16777216,400
realcase-Sub1.json,9,25,33554432,432
realcase-Sub1.json,9,26,67108864,720
realcase-Sub1.json,9,27,134217728,1080
realcase-Sub1.json,9,28,268435456,600
realcase-Sub1.json,9,29,536870912,1080
realcase-Sub1.json,9,30,1073741824,1080
paraCabinet.json,0,0,1,1
paraCabinet.json,0,1,2,1
paraCabinet.json,0,2,4,2
paraCabinet.json,0,3,8,4
paraCabinet.json,0,4,16,3
paraCabinet.json,0,5,32,4
paraCabinet.json,0,6,64,3
paraCabinet.json,0,7,128,5
paraCabinet.json,0,8,256,5
paraCabinet.json,1,0,1,1
paraCabinet.json,1,1,2,1
paraCabinet.json,1,2,4,3
paraCabinet.json,1,3,8,3
paraCabinet.json,1,4,16,3
paraCabinet.json,1,5,32,5
paraCabinet.json,1,6,64,4
paraCabinet.json,1,7,128,5
paraCabinet.json,1,8,256,5
paraCabinet.json,2,0,1,1
paraCabinet.json,2,1,2,2
paraCabinet.json,2,2,4,1
paraCabinet.json,2,3,8,3
paraCabinet.json,2,4,16,3
paraCabinet.json,2,5,32,4
paraCabinet.json,2,6,64,4
paraCabinet.json,2,7,128,5
paraCabinet.json,2,8,256,5
paraCabinet.json,3,0,1,1
paraCabinet.json,3,1,2,1
paraCabinet.json,3,2,4,1
paraCabinet.json,3,3,8,2
paraCabinet.json,3,4,16,4
paraCabinet.json,3,5,32,4
paraCabinet.json,3,6,64,4
paraCabinet.json,3,7,128,5
paraCabinet.json,3,8,256,5
paraCabinet.json,4,0,1,1
paraCabinet.json,4,1,2,1
paraCabinet.json,4,2,4,2
paraCabinet.json,4,3,8,3
paraCabinet.json,4,4,16,3
paraCabinet.json,4,5,32,3
paraCabinet.json,4,6,64,4
paraCabinet.json,4,7,128,5
paraCabinet.json,4,8,256,5
paraCabinet.json,5,0,1,1
paraCabinet.json,5,1,2,2
paraCabinet.json,5,2,4,1
paraCabinet.json,5,3,8,3
paraCabinet.json,5,4,16,3
paraCabinet.json,5,5,32,3
paraCabinet.json,5,6,64,4
paraCabinet.json,5,7,128,4
paraCabinet.json,5,8,256,5
paraCabinet.json,6,0,1,1
paraCabinet.json,6,1,2,2
paraCabinet.json,6,2,4,2
paraCabinet.json,6,3,8,2
paraCabinet.json,6,4,16,3
paraCabinet.json,6,5,32,4
paraCabinet.json,6,6,64,5
paraCabinet.json,6,7,128,4
paraCabinet.json,6,8,256,5
paraCabinet.json,7,0,1,1
paraCabinet.json,7,1,2,1
paraCabinet.json,7,2,4,3
paraCabinet.json,7,3,8,4
paraCabinet.json,7,4,16,3
paraCabinet.json,7,5,32,4
paraCabinet.json,7,6,64,3
paraCabinet.json,7,7,128,4
paraCabinet.json,7,8,256,5
paraCabinet.json,8,0,1,1
paraCabinet.json,8,1,2,1
paraCabinet.json,8,2,4,2
paraCabinet.json,8,3,8,3
paraCabinet.json,8,4,16,4
paraCabinet.json,8,5,32,4
paraCabinet.json,8,6,64,4
paraCabinet.json,8,7,128,5
paraCabinet.json,8,8,256,5
paraCabinet.json,9,0,1,1
paraCabinet.json,9,1,2,1
paraCabinet.json,9,2,4,2
paraCabinet.json,9,3,8,3
paraCabinet.json,9,4,16,3
paraCabinet.json,9,5,32,3
paraCabinet.json,9,6,64,4
paraCabinet.json,9,7,128,5
paraCabinet.json,9,8,256,5
cabinet.json,0,0,1,1
cabinet.json,0,1,2,1
cabinet.json,0,2,4,1
cabinet.json,0,3,8,1
cabinet.json,0,4,16,1
cabinet.json,0,5,32,1
cabinet.json,0,6,64,1
cabinet.json,1,0,1,1
cabinet.json,1,1,2,1
cabinet.json,1,2,4,1
cabinet.json,1,3,8,1
cabinet.json,1,4,16,1
cabinet.json,1,5,32,1
cabinet.json,1,6,64,1
cabinet.json,2,0,1,1
cabinet.json,2,1,2,1
cabinet.json,2,2,4,1
cabinet.json,2,3,8,1
cabinet.json,2,4,16,1
cabinet.json,2,5,32,1
cabinet.json,2,6,64,1
cabinet.json,3,0,1,1
cabinet.json,3,1,2,1
cabinet.json,3,2,4,1
cabinet.json,3,3,8,1
cabinet.json,3,4,16,1
cabinet.json,3,5,32,1
cabinet.json,3,6,64,1
cabinet.json,4,0,1,1
cabinet.json,4,1,2,1
cabinet.json,4,2,4,1
cabinet.json,4,3,8,1
cabinet.json,4,4,16,1
cabinet.json,4,5,32,1
cabinet.json,4,6,64,1
cabinet.json,5,0,1,1
cabinet.json,5,1,2,1
cabinet.json,5,2,4,1
cabinet.json,5,3,8,1
cabinet.json,5,4,16,1
cabinet.json,5,5,32,1
cabinet.json,5,6,64,1
cabinet.json,6,0,1,1
cabinet.json,6,1,2,1
cabinet.json,6,2,4,1
cabinet.json,6,3,8,1
cabinet.json,6,4,16,1
cabinet.json,6,5,32,1
cabinet.json,6,6,64,1
cabinet.json,7,0,1,1
cabinet.json,7,1,2,1
cabinet.json,7,2,4,1
cabinet.json,7,3,8,1
cabinet.json,7,4,16,1
cabinet.json,7,5,32,1
cabinet.json,7,6,64,1
cabinet.json,8,0,1,1
cabinet.json,8,1,2,1
cabinet.json,8,2,4,1
cabinet.json,8,3,8,1
cabinet.json,8,4,16,1
cabinet.json,8,5,32,1
cabinet.json,8,6,64,1
cabinet.json,9,0,1,1
cabinet.json,9,1,2,1
cabinet.json,9,2,4,1
cabinet.json,9,3,8,1
cabinet.json,9,4,16,1
cabinet.json,9,5,32,1
cabinet.json,9,6,64,1
paraDeadEnd.json,0,0,1,1
paraDeadEnd.json,0,1,2,2
paraDeadEnd.json,0,2,4,3
paraDeadEnd.json,0,3,8,4
paraDeadEnd.json,0,4,16,6
paraDeadEnd.json,1,0,1,1
paraDeadEnd.json,1,1,2,2
paraDeadEnd.json,1,2,4,3
paraDeadEnd.json,1,3,8,4
paraDeadEnd.json,1,4,16,6
paraDeadEnd.json,2,0,1,1
paraDeadEnd.json,2,1,2,2
paraDeadEnd.json,2,2,4,3
paraDeadEnd.json,2,3,8,4
paraDeadEnd.json,2,4,16,6
paraDeadEnd.json,3,0,1,1
paraDeadEnd.json,3,1,2,2
paraDeadEnd.json,3,2,4,3
paraDeadEnd.json,3,3,8,5
paraDeadEnd.json,3,4,16,6
paraDeadEnd.json,4,0,1,1
paraDeadEnd.json,4,1,2,2
paraDeadEnd.json,4,2,4,3
paraDeadEnd.json,4,3,8,5
paraDeadEnd.json,4,4,16,6
paraDeadEnd.json,5,0,1,1
paraDeadEnd.json,5,1,2,2
paraDeadEnd.json,5,2,4,3
paraDeadEnd.json,5,3,8,4
paraDeadEnd.json,5,4,16,6
paraDeadEnd.json,6,0,1,1
paraDeadEnd.json,6,1,2,2
paraDeadEnd.json,6,2,4,4
paraDeadEnd.json,6,3,8,4
paraDeadEnd.json,6,4,16,6
paraDeadEnd.json,7,0,1,1
paraDeadEnd.json,7,1,2,2
paraDeadEnd.json,7,2,4,3
paraDeadEnd.json,7,3,8,4
paraDeadEnd.json,7,4,16,6
paraDeadEnd.json,8,0,1,1
paraDeadEnd.json,8,1,2,2
paraDeadEnd.json,8,2,4,3
paraDeadEnd.json,8,3,8,5
paraDeadEnd.json,8,4,16,6
paraDeadEnd.json,9,0,1,1
paraDeadEnd.json,9,1,2,2
paraDeadEnd.json,9,2,4,3
paraDeadEnd.json,9,3,8,5
paraDeadEnd.json,9,4,16,6
